0,0.000000,0.173451,0.419110,0.183766,0.196173,0.332093,0.179120,0.205032,0.184195,0.177903,0.207490,0.056895,0.180404,0.159161,0.258651,0.175146
1,0.004167,0.173476,0.419112,0.183777,0.196176,0.332093,0.179118,0.205022,0.184195,0.177901,0.207489,0.056895,0.180407,0.159150,0.258655,0.175148
2,0.008333,0.173496,0.419109,0.183782,0.196179,0.332089,0.179115,0.205023,0.184197,0.177900,0.207492,0.056896,0.180405,0.159153,0.258649,0.175139
3,0.012500,0.173521,0.419109,0.183792,0.196182,0.332086,0.179111,0.205010,0.184202,0.177902,0.207491,0.056898,0.180409,0.158961,0.258976,0.175436
4,0.016667,0.173550,0.419112,0.183800,0.196181,0.332085,0.179106,0.205001,0.184198,0.177895,0.207489,0.056895,0.180408,0.158928,0.258978,0.175428
5,0.020833,0.173577,0.419112,0.183805,0.196183,0.332082,0.179102,0.204998,0.184204,0.177899,0.207488,0.056896,0.180410,0.159097,0.258698,0.175166
6,0.025000,0.173601,0.419110,0.183805,0.196184,0.332079,0.179099,0.204992,0.184205,0.177897,0.207491,0.056892,0.180410,0.159166,0.258614,0.175096
7,0.029167,0.173628,0.419108,0.183813,0.196185,0.332076,0.179093,0.204986,0.184205,0.177894,0.207493,0.056892,0.180411,0.158954,0.258972,0.175429
8,0.033333,0.173652,0.419110,0.183814,0.196185,0.332074,0.179088,0.204977,0.184205,0.177890,0.207493,0.056889,0.180409,0.158912,0.258987,0.175422
9,0.037500,0.173672,0.419110,0.183810,0.196182,0.332072,0.179081,0.204975,0.184206,0.177891,0.207491,0.056889,0.180409,0.158921,0.258975,0.175414
10,0.041667,0.173690,0.419112,0.183806,0.196184,0.332068,0.179078,0.204974,0.184205,0.177889,0.207495,0.056888,0.180408,0.158924,0.258980,0.175415
11,0.045833,0.173704,0.419111,0.183799,0.196183,0.332066,0.179073,0.204967,0.184206,0.177889,0.207497,0.056884,0.180411,0.158917,0.258982,0.175415
12,0.050000,0.173718,0.419109,0.183784,0.196183,0.332063,0.179068,0.204967,0.184208,0.177891,0.207500,0.056881,0.180408,0.158911,0.258984,0.175414
13,0.054167,0.173727,0.419110,0.183781,0.196182,0.332060,0.179063,0.204967,0.184208,0.177892,0.207502,0.056881,0.180410,0.158912,0.258984,0.175407
14,0.058333,0.173737,0.419109,0.183767,0.196181,0.332058,0.179058,0.204964,0.184209,0.177892,0.207503,0.056880,0.180410,0.158906,0.258991,0.175412
15,0.062500,0.173740,0.419111,0.183753,0.196180,0.332055,0.179054,0.204963,0.184208,0.177893,0.207506,0.056882,0.180413,0.158901,0.258985,0.175407
16,0.066667,0.173741,0.419109,0.183740,0.196178,0.332054,0.179050,0.204962,0.184208,0.177892,0.207509,0.056881,0.180415,0.158905,0.258988,0.175416
17,0.070833,0.173738,0.419110,0.183727,0.196177,0.332054,0.179045,0.204960,0.184209,0.177893,0.207514,0.056879,0.180416,0.158902,0.258979,0.175411
18,0.075000,0.173733,0.419110,0.183712,0.196174,0.332053,0.179044,0.204958,0.184209,0.177896,0.207514,0.056879,0.180419,0.158900,0.258976,0.175415
19,0.079167,0.173727,0.419110,0.183696,0.196172,0.332054,0.179040,0.204959,0.184210,0.177899,0.207514,0.056882,0.180419,0.158899,0.258982,0.175415
20,0.083333,0.173715,0.419111,0.183682,0.196168,0.332055,0.179036,0.204962,0.184207,0.177900,0.207516,0.056877,0.180424,0.158900,0.258979,0.175418
21,0.087500,0.173701,0.419109,0.183664,0.196164,0.332057,0.179033,0.204962,0.184209,0.177906,0.207518,0.056876,0.180425,0.158898,0.258974,0.175413
22,0.091667,0.173687,0.419112,0.183650,0.196161,0.332058,0.179030,0.204966,0.184207,0.177911,0.207516,0.056880,0.180422,0.158895,0.258972,0.175418
23,0.095833,0.173668,0.419111,0.183636,0.196157,0.332063,0.179031,0.204970,0.184210,0.177914,0.207518,0.056880,0.180426,0.158905,0.258970,0.175422
24,0.100000,0.173649,0.419113,0.183620,0.196151,0.332064,0.179027,0.204975,0.184208,0.177918,0.207519,0.056875,0.180432,0.158898,0.258971,0.175429
25,0.104167,0.173628,0.419111,0.183605,0.196148,0.332065,0.179025,0.204980,0.184207,0.177920,0.207523,0.056875,0.180432,0.158907,0.258960,0.175423
26,0.108333,0.173607,0.419120,0.183595,0.196145,0.332066,0.179022,0.204985,0.184206,0.177924,0.207521,0.056875,0.180433,0.158907,0.258962,0.175430
27,0.112500,0.173584,0.419120,0.183587,0.196140,0.332069,0.179021,0.204991,0.184200,0.177923,0.207521,0.056880,0.180428,0.159071,0.258644,0.175135
28,0.116667,0.173561,0.419117,0.183571,0.196137,0.332073,0.179021,0.204997,0.184201,0.177931,0.207522,0.056880,0.180427,0.158923,0.258966,0.175439
29,0.120833,0.173538,0.419116,0.183563,0.196133,0.332076,0.179020,0.205002,0.184199,0.177931,0.207522,0.056881,0.180431,0.158907,0.258961,0.175430
30,0.125000,0.173512,0.419116,0.183556,0.196130,0.332078,0.179021,0.205014,0.184200,0.177937,0.207518,0.056880,0.180428,0.158915,0.258951,0.175439
31,0.129167,0.173486,0.419115,0.183547,0.196127,0.332081,0.179022,0.205013,0.184197,0.177937,0.207516,0.056883,0.180433,0.158925,0.258955,0.175432
32,0.133333,0.173465,0.419116,0.183542,0.196126,0.332082,0.179023,0.205024,0.184201,0.177940,0.207516,0.056882,0.180430,0.158928,0.258957,0.175441
33,0.137500,0.173443,0.419115,0.183537,0.196125,0.332084,0.179024,0.205031,0.184200,0.177940,0.207519,0.056883,0.180426,0.159089,0.258685,0.175169
34,0.141667,0.173421,0.419113,0.183532,0.196126,0.332084,0.179026,0.205035,0.184196,0.177942,0.207518,0.056884,0.180425,0.158963,0.258947,0.175437
35,0.145833,0.173404,0.419112,0.183530,0.196125,0.332086,0.179028,0.205039,0.184194,0.177941,0.207515,0.056881,0.180423,0.158929,0.258952,0.175439
36,0.150000,0.173388,0.419110,0.183529,0.196124,0.332089,0.179030,0.205045,0.184191,0.177940,0.207516,0.056879,0.180414,0.158973,0.258939,0.175431
37,0.154167,0.173373,0.419107,0.183525,0.196124,0.332088,0.179032,0.205050,0.184193,0.177942,0.207513,0.056883,0.180416,0.159115,0.258670,0.175173
38,0.158333,0.173360,0.419106,0.183525,0.196127,0.332089,0.179034,0.205056,0.184191,0.177942,0.207513,0.056881,0.180409,0.158974,0.258940,0.175440
39,0.162500,0.173353,0.419105,0.183531,0.196124,0.332094,0.179035,0.205060,0.184188,0.177938,0.207512,0.056882,0.180405,0.158965,0.258939,0.175426
40,0.166667,0.173347,0.419108,0.183535,0.196125,0.332096,0.179036,0.205062,0.184189,0.177936,0.207508,0.056882,0.180406,0.158981,0.258935,0.175425
41,0.170833,0.173339,0.419107,0.183542,0.196127,0.332096,0.179040,0.205060,0.184188,0.177935,0.207506,0.056885,0.180403,0.159127,0.258665,0.175157
42,0.175000,0.173336,0.419104,0.183546,0.196129,0.332096,0.179043,0.205063,0.184187,0.177932,0.207505,0.056887,0.180398,0.159195,0.258583,0.175093
43,0.179167,0.173335,0.419103,0.183553,0.196131,0.332097,0.179045,0.205066,0.184185,0.177927,0.207507,0.056886,0.180395,0.159190,0.258606,0.175108
44,0.183333,0.173338,0.419104,0.183565,0.196137,0.332098,0.179048,0.205067,0.184186,0.177925,0.207509,0.056887,0.180393,0.159174,0.258626,0.175117
45,0.187500,0.173341,0.419104,0.183573,0.196139,0.332099,0.179053,0.205068,0.184186,0.177921,0.207504,0.056887,0.180393,0.159141,0.258661,0.175140
46,0.191667,0.173348,0.419105,0.183584,0.196142,0.332099,0.179053,0.205062,0.184190,0.177920,0.207501,0.056889,0.180388,0.159158,0.258646,0.175128
47,0.195833,0.173355,0.419106,0.183592,0.196143,0.332100,0.179057,0.205059,0.184191,0.177915,0.207499,0.056891,0.180386,0.159170,0.258643,0.175119
